
,Drug_ID,Keep,Opioid,Form,Route,Brand,MED_per_dispensing_unit,No_tabs/ml assuming 50 MED limit per day,No_tabs/ml assuming 90 MED limit per day,Maximum No_tabs/ml assuming 50 MED limit for 7 days,Maximum No_tabs/ml assuming 50 MED limit for 14 days,Maximum No_tabs/ml assuming 50 MED limit for 30 days,Status1
165,2202484,NA,OXYCODONE HYDROCHLORIDE 80 MG,TABLET (EXTENDED-RELEASE),ORAL,OXYCONTIN 80MG,120,0,1,0,0,0,CANCELLED POST MARKET
268,2309912,NA,OXYCODONE HYDROCHLORIDE 80 MG,TABLET (EXTENDED-RELEASE),ORAL,PMS-OXYCODONE CR,120,0,1,0,0,0,MARKETED
347,2366789,NA,OXYCODONE HYDROCHLORIDE 80 MG,TABLET (EXTENDED-RELEASE),ORAL,APO-OXYCODONE CR,120,0,1,0,0,0,APPROVED
353,2372584,NA,OXYCODONE HYDROCHLORIDE 80 MG,TABLET (EXTENDED-RELEASE),ORAL,OXYNEO,120,0,1,0,0,0,MARKETED
382,2394219,NA,OXYCODONE HYDROCHLORIDE 80 MG,TABLET (EXTENDED-RELEASE),ORAL,ACT OXYCODONE CR,120,0,1,0,0,0,MARKETED
408,2416379,NA,OXYCODONE HYDROCHLORIDE 80 MG,TABLET (EXTENDED-RELEASE),ORAL,RAN-OXYCODONE CR,120,0,1,0,0,0,APPROVED
91,1916513,NA,OXYMORPHONE HYDROCHLORIDE 5 MG,SUPPOSITORY,RECTAL,NUMORPHAN SUPPOSITORY 5MG,NA,NA,NA,NA,NA,NA,CANCELLED POST MARKET
142,2137984,NA,PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE) 50 MG,TABLET,ORAL,TALWIN,8.3,6,11,42,84,180,MARKETED
360,2378299,NA,Tapentadol (Tapentadol Hydrochloride) 100 MG,TABLET (IMMEDIATE RELEASE),ORAL,NUCYNTA IR,40,1,2,7,14,30,MARKETED
247,2296381,NA,TRAMADOL HYDROCHLORIDE 100 MG,TABLET (EXTENDED-RELEASE),ORAL,TRIDURAL,10,5,9,35,70,150,MARKETED
251,2299194,NA,TRAMADOL HYDROCHLORIDE 100 MG,TABLET (EXTENDED-RELEASE),ORAL,RALIVIA,10,5,9,35,70,150,MARKETED
338,2360349,NA,TRAMADOL HYDROCHLORIDE 100 MG,TABLET (EXTENDED-RELEASE),ORAL,ZYTRAM XL,10,5,9,35,70,150,MARKETED
355,2373017,NA,TRAMADOL HYDROCHLORIDE 100 MG,CAPSULE (EXTENDED RELEASE),ORAL,DURELA,10,5,9,35,70,150,MARKETED
418,2450429,NA,TRAMADOL HYDROCHLORIDE 100 MG,TABLET (EXTENDED-RELEASE),ORAL,TARO-TRAMADOL ER,10,5,9,35,70,150,MARKETED
243,2286424,NA,TRAMADOL HYDROCHLORIDE 150 MG,TABLET (EXTENDED-RELEASE),ORAL,ZYTRAM XL,15,3,6,21,42,90,MARKETED
244,2286432,NA,TRAMADOL HYDROCHLORIDE 200 MG,TABLET (EXTENDED-RELEASE),ORAL,ZYTRAM XL,20,2,4,14,28,60,MARKETED
248,2296403,NA,TRAMADOL HYDROCHLORIDE 200 MG,TABLET (EXTENDED-RELEASE),ORAL,TRIDURAL,20,2,4,14,28,60,MARKETED
252,2299208,NA,TRAMADOL HYDROCHLORIDE 200 MG,TABLET (EXTENDED-RELEASE),ORAL,RALIVIA,20,2,4,14,28,60,MARKETED
356,2373025,NA,TRAMADOL HYDROCHLORIDE 200 MG,CAPSULE (EXTENDED RELEASE),ORAL,DURELA,20,2,4,14,28,60,MARKETED
419,2450437,NA,TRAMADOL HYDROCHLORIDE 200 MG,TABLET (EXTENDED-RELEASE),ORAL,TARO-TRAMADOL ER,20,2,4,14,28,60,MARKETED
245,2286440,NA,TRAMADOL HYDROCHLORIDE 300 MG,TABLET (EXTENDED-RELEASE),ORAL,ZYTRAM XL,30,2,3,14,28,60,MARKETED
249,2296411,NA,TRAMADOL HYDROCHLORIDE 300 MG,TABLET (EXTENDED-RELEASE),ORAL,TRIDURAL,30,2,3,14,28,60,MARKETED
253,2299216,NA,TRAMADOL HYDROCHLORIDE 300 MG,TABLET (EXTENDED-RELEASE),ORAL,RALIVIA,30,2,3,14,28,60,MARKETED
357,2373033,NA,TRAMADOL HYDROCHLORIDE 300 MG,CAPSULE (EXTENDED RELEASE),ORAL,DURELA,30,2,3,14,28,60,MARKETED
420,2450445,NA,TRAMADOL HYDROCHLORIDE 300 MG,TABLET (EXTENDED-RELEASE),ORAL,TARO-TRAMADOL ER,30,2,3,14,28,60,MARKETED
236,2264846,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,TRAMACET,3.75,13,24,91,182,390,MARKETED
302,2336790,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,APO-TRAMADOL/ACET,3.75,13,24,91,182,390,MARKETED
328,2347180,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,TEVA-TRAMADOL/ACETAMINOPHEN,3.75,13,24,91,182,390,MARKETED
361,2383209,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,ACT TRAMADOL/ACET,3.75,13,24,91,182,390,CANCELLED POST MARKET
362,2387123,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,IPG-TRAMADOL/ACET,3.75,13,24,91,182,390,APPROVED
367,2388197,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,RAN-TRAMADOL/ACET,3.75,13,24,91,182,390,MARKETED
368,2388294,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,TRAMAPHEN-ODAN,3.75,13,24,91,182,390,CANCELLED POST MARKET
369,2388308,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,JAMP-ACET-TRAMADOL,3.75,13,24,91,182,390,MARKETED
370,2388324,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,MAR-TRAMADOL/ACET,3.75,13,24,91,182,390,MARKETED
375,2389274,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,PAT-TRAMADOL/ACET,3.75,13,24,91,182,390,CANCELLED POST MARKET
376,2389800,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,MINT-TRAMADOL/ACET,3.75,13,24,91,182,390,MARKETED
377,2391554,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,PRIVA-TRAMADOL/ACET,3.75,13,24,91,182,390,MARKETED
397,2401657,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,PMS-TRAMADOL-ACET,3.75,13,24,91,182,390,MARKETED
398,2407981,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,LUPIN-TRAMADOL/ACET,3.75,13,24,91,182,390,APPROVED
409,2417502,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,TRAMADOL-ACET,3.75,13,24,91,182,390,MARKETED
410,2424959,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,RIVA-TRAMADOL/ACET,3.75,13,24,91,182,390,CANCELLED POST MARKET
411,2425599,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,MYLAN-TRAMADOL/ACET,3.75,13,24,91,182,390,CANCELLED POST MARKET
413,2426803,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,TRAMADOL/ACET,3.75,13,24,91,182,390,MARKETED
414,2429969,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,TRAMADOL / ACETAMINOPHEN,3.75,13,24,91,182,390,MARKETED
415,2439050,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,AURO-TRAMADOL/ACETAMINOPHEN,3.75,13,24,91,182,390,MARKETED
437,2469650,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,NRA-TRAMADOL/ACET,3.75,13,24,91,182,390,CANCELLED POST MARKET
446,2477092,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,AG-ACET-TRAMADOL,3.75,13,24,91,182,390,APPROVED
447,2477122,Keep,TRAMADOL HYDROCHLORIDE 37.5 MG,TABLET,ORAL,BIO-TRAMADOL/ACET,3.75,13,24,91,182,390,APPROVED
246,2286459,NA,TRAMADOL HYDROCHLORIDE 400 MG,TABLET (EXTENDED-RELEASE),ORAL,ZYTRAM XL,40,1,2,7,14,30,MARKETED
329,2349469,Keep,TRAMADOL HYDROCHLORIDE 50 MG,TABLET,ORAL,ULTRAM,5,10,18,70,140,300,MARKETED
412,2426153,Keep,TRAMADOL HYDROCHLORIDE 50 MG,TABLET,ORAL,TRAMADOL,5,10,18,70,140,300,MARKETED
450,2479672,Keep,TRAMADOL HYDROCHLORIDE 50 MG,TABLET,ORAL,AURO-TRAMADOL,5,10,18,70,140,300,MARKETED
451,2480859,Keep,TRAMADOL HYDROCHLORIDE 50 MG,TABLET,ORAL,MAR-TRAMADOL,5,10,18,70,140,300,APPROVED
337,2360322,NA,TRAMADOL HYDROCHLORIDE 75 MG,TABLET (EXTENDED-RELEASE),ORAL,ZYTRAM XL,7.5,7,12,49,98,210,MARKETED

